,AskPrice,BidPrice,AskVolume,BidVolume
2020-12-22 13:32:25.500,4429.0,4428.0,64.0,2.0
2020-12-22 13:32:26.000,4428.0,4427.0,3.0,134.0
2020-12-22 13:32:26.500,4428.0,4427.0,112.0,132.0
2020-12-22 13:32:27.000,4428.0,4427.0,20.0,140.0
2020-12-22 13:32:27.500,4429.0,4428.0,39.0,47.0
2020-12-22 13:32:28.000,4429.0,4428.0,107.0,96.0
2020-12-22 13:32:28.500,4428.0,4427.0,9.0,140.0
2020-12-22 13:32:29.000,4429.0,4428.0,85.0,27.0
2020-12-22 13:32:29.500,4430.0,4429.0,213.0,41.0
2020-12-22 13:32:30.000,4429.0,4427.0,8.0,131.0
2020-12-22 13:32:30.500,4430.0,4429.0,231.0,153.0
2020-12-22 13:32:31.000,4431.0,4430.0,258.0,23.0
2020-12-22 13:32:31.500,4431.0,4429.0,50.0,172.0
2020-12-22 13:32:32.000,4431.0,4430.0,47.0,1.0
2020-12-22 13:32:32.500,4432.0,4431.0,154.0,10.0
2020-12-22 13:32:33.000,4432.0,4431.0,170.0,1.0
2020-12-22 13:32:33.500,4432.0,4431.0,185.0,24.0
2020-12-22 13:32:34.000,4431.0,4430.0,221.0,35.0
2020-12-22 13:32:34.500,4431.0,4430.0,199.0,37.0
2020-12-22 13:32:35.000,4431.0,4430.0,221.0,4.0
2020-12-22 13:32:35.500,4431.0,4430.0,100.0,2.0
2020-12-22 13:32:36.000,4431.0,4430.0,59.0,6.0
2020-12-22 13:32:36.500,4430.0,4429.0,5.0,28.0
2020-12-22 13:32:37.000,4431.0,4430.0,82.0,117.0
2020-12-22 13:32:37.500,4431.0,4429.0,106.0,77.0
2020-12-22 13:32:38.000,4431.0,4430.0,120.0,20.0
2020-12-22 13:32:38.500,4431.0,4430.0,122.0,13.0
2020-12-22 13:32:39.000,4431.0,4430.0,100.0,16.0
2020-12-22 13:32:39.500,4431.0,4430.0,90.0,13.0
2020-12-22 13:32:40.000,4431.0,4430.0,98.0,9.0
2020-12-22 13:32:40.500,4432.0,4431.0,168.0,245.0
2020-12-22 13:32:41.000,4432.0,4431.0,194.0,178.0
2020-12-22 13:32:41.500,4432.0,4431.0,191.0,61.0
2020-12-22 13:32:42.000,4431.0,4430.0,55.0,83.0
2020-12-22 13:32:42.500,4431.0,4430.0,121.0,5.0
2020-12-22 13:32:43.000,4431.0,4429.0,132.0,305.0
2020-12-22 13:32:43.500,4431.0,4430.0,222.0,11.0
2020-12-22 13:32:44.000,4431.0,4429.0,227.0,289.0
2020-12-22 13:32:44.500,4431.0,4430.0,226.0,7.0
2020-12-22 13:32:45.000,4431.0,4430.0,232.0,59.0
2020-12-22 13:32:45.500,4431.0,4430.0,238.0,92.0
2020-12-22 13:32:46.000,4431.0,4430.0,218.0,86.0
2020-12-22 13:32:46.500,4431.0,4430.0,203.0,81.0
2020-12-22 13:32:47.000,4431.0,4430.0,184.0,67.0
2020-12-22 13:32:47.500,4430.0,4429.0,36.0,280.0
2020-12-22 13:32:48.000,4430.0,4429.0,1.0,290.0
2020-12-22 13:32:48.500,4431.0,4430.0,86.0,19.0
2020-12-22 13:32:49.000,4431.0,4430.0,131.0,49.0
2020-12-22 13:32:49.500,4431.0,4429.0,125.0,308.0
2020-12-22 13:32:50.000,4431.0,4430.0,10.0,49.0
2020-12-22 13:32:50.500,4431.0,4430.0,22.0,81.0
2020-12-22 13:32:51.000,4430.0,4429.0,15.0,316.0
2020-12-22 13:32:51.500,4430.0,4429.0,15.0,316.0
2020-12-22 13:32:52.000,4430.0,4429.0,141.0,261.0
2020-12-22 13:32:52.500,4430.0,4429.0,148.0,201.0
2020-12-22 13:32:53.000,4429.0,4428.0,58.0,228.0
2020-12-22 13:32:53.500,4430.0,4429.0,108.0,187.0
2020-12-22 13:32:54.000,4430.0,4429.0,98.0,184.0
2020-12-22 13:32:54.500,4430.0,4429.0,94.0,123.0
2020-12-22 13:32:55.000,4430.0,4429.0,113.0,325.0
2020-12-22 13:32:55.500,4430.0,4429.0,26.0,193.0
2020-12-22 13:32:56.000,4431.0,4430.0,196.0,71.0
2020-12-22 13:32:56.500,4431.0,4429.0,204.0,409.0
2020-12-22 13:32:57.000,4431.0,4430.0,203.0,2.0
2020-12-22 13:32:57.500,4431.0,4430.0,201.0,144.0
2020-12-22 13:32:58.000,4431.0,4430.0,184.0,230.0
2020-12-22 13:32:58.500,4432.0,4431.0,384.0,33.0
2020-12-22 13:32:59.000,4432.0,4430.0,402.0,164.0
2020-12-22 13:32:59.500,4431.0,4430.0,1.0,107.0
2020-12-22 13:33:00.000,4431.0,4430.0,2.0,68.0
2020-12-22 13:33:00.500,4430.0,4429.0,59.0,383.0
2020-12-22 13:33:01.000,4430.0,4429.0,10.0,267.0
2020-12-22 13:33:01.500,4430.0,4429.0,19.0,188.0
2020-12-22 13:33:02.000,4430.0,4429.0,16.0,401.0
2020-12-22 13:33:02.500,4431.0,4430.0,77.0,28.0
2020-12-22 13:33:03.000,4430.0,4429.0,32.0,121.0
2020-12-22 13:33:03.500,4430.0,4429.0,12.0,151.0
2020-12-22 13:33:04.000,4431.0,4430.0,16.0,38.0
2020-12-22 13:33:04.500,4431.0,4430.0,3.0,89.0
2020-12-22 13:33:05.000,4431.0,4430.0,3.0,89.0
2020-12-22 13:33:05.500,4432.0,4431.0,139.0,108.0
2020-12-22 13:33:06.000,4433.0,4432.0,363.0,172.0
2020-12-22 13:33:06.500,4433.0,4432.0,384.0,151.0
2020-12-22 13:33:07.000,4434.0,4433.0,42.0,69.0
2020-12-22 13:33:07.500,4434.0,4433.0,73.0,37.0
2020-12-22 13:33:08.000,4434.0,4433.0,162.0,10.0
2020-12-22 13:33:08.500,4434.0,4433.0,167.0,1.0
2020-12-22 13:33:09.000,4434.0,4433.0,133.0,6.0
2020-12-22 13:33:09.500,4434.0,4433.0,72.0,42.0
2020-12-22 13:33:10.000,4434.0,4433.0,69.0,160.0
2020-12-22 13:33:10.500,4435.0,4434.0,207.0,118.0
2020-12-22 13:33:11.000,4435.0,4434.0,199.0,189.0
2020-12-22 13:33:11.500,4436.0,4434.0,152.0,251.0
2020-12-22 13:33:12.000,4436.0,4435.0,5.0,44.0
2020-12-22 13:33:12.500,4436.0,4435.0,50.0,81.0
2020-12-22 13:33:13.000,4436.0,4435.0,34.0,115.0
2020-12-22 13:33:13.500,4436.0,4435.0,31.0,8.0
2020-12-22 13:33:14.000,4436.0,4435.0,9.0,11.0
2020-12-22 13:33:14.500,4437.0,4436.0,180.0,9.0
2020-12-22 13:33:15.000,4436.0,4434.0,406.0,282.0
2020-12-22 13:33:15.500,4436.0,4434.0,420.0,217.0
2020-12-22 13:33:16.000,4436.0,4434.0,396.0,176.0
2020-12-22 13:33:16.500,4436.0,4434.0,262.0,178.0
2020-12-22 13:33:17.000,4436.0,4435.0,213.0,56.0
2020-12-22 13:33:17.500,4436.0,4435.0,132.0,104.0
2020-12-22 13:33:18.000,4436.0,4435.0,63.0,99.0
2020-12-22 13:33:18.500,4437.0,4435.0,243.0,189.0
2020-12-22 13:33:19.000,4437.0,4436.0,227.0,504.0
2020-12-22 13:33:19.500,4437.0,4436.0,7.0,540.0
2020-12-22 13:33:20.000,4438.0,4437.0,495.0,128.0
2020-12-22 13:33:20.500,4437.0,4436.0,166.0,581.0
2020-12-22 13:33:21.000,4438.0,4437.0,502.0,19.0
2020-12-22 13:33:21.500,4438.0,4437.0,569.0,8.0
2020-12-22 13:33:22.000,4437.0,4436.0,5.0,616.0
2020-12-22 13:33:22.500,4437.0,4436.0,58.0,599.0
2020-12-22 13:33:23.000,4438.0,4437.0,491.0,4.0
2020-12-22 13:33:23.500,4438.0,4437.0,459.0,14.0
2020-12-22 13:33:24.000,4438.0,4437.0,462.0,110.0
2020-12-22 13:33:24.500,4438.0,4437.0,410.0,115.0
2020-12-22 13:33:25.000,4438.0,4437.0,436.0,123.0
2020-12-22 13:33:25.500,4438.0,4437.0,409.0,89.0
2020-12-22 13:33:26.000,4438.0,4437.0,267.0,53.0
2020-12-22 13:33:26.500,4439.0,4438.0,364.0,92.0
2020-12-22 13:33:27.000,4438.0,4437.0,132.0,64.0
2020-12-22 13:33:27.500,4438.0,4437.0,109.0,40.0
2020-12-22 13:33:28.000,4437.0,4436.0,43.0,571.0
2020-12-22 13:33:28.500,4437.0,4436.0,99.0,561.0
2020-12-22 13:33:29.000,4439.0,4438.0,417.0,38.0
2020-12-22 13:33:29.500,4438.0,4437.0,51.0,2.0
2020-12-22 13:33:30.000,4438.0,4437.0,167.0,159.0
2020-12-22 13:33:30.500,4438.0,4437.0,347.0,194.0
2020-12-22 13:33:31.000,4438.0,4436.0,308.0,572.0
2020-12-22 13:33:31.500,4438.0,4436.0,324.0,588.0
2020-12-22 13:33:32.000,4438.0,4437.0,319.0,17.0
2020-12-22 13:33:32.500,4437.0,4436.0,1.0,595.0
2020-12-22 13:33:33.000,4438.0,4437.0,442.0,31.0
2020-12-22 13:33:33.500,4438.0,4437.0,251.0,3.0
2020-12-22 13:33:34.000,4439.0,4438.0,410.0,25.0
2020-12-22 13:33:34.500,4439.0,4438.0,402.0,10.0
2020-12-22 13:33:35.000,4438.0,4437.0,19.0,35.0
2020-12-22 13:33:35.500,4438.0,4437.0,36.0,59.0
2020-12-22 13:33:36.000,4438.0,4437.0,132.0,45.0
2020-12-22 13:33:36.500,4438.0,4437.0,132.0,39.0
2020-12-22 13:33:37.000,4438.0,4437.0,101.0,31.0
2020-12-22 13:33:37.500,4438.0,4437.0,49.0,25.0
2020-12-22 13:33:38.000,4438.0,4437.0,14.0,39.0
2020-12-22 13:33:38.500,4438.0,4437.0,63.0,54.0
2020-12-22 13:33:39.000,4438.0,4437.0,130.0,46.0
2020-12-22 13:33:39.500,4438.0,4437.0,135.0,44.0
2020-12-22 13:33:40.000,4438.0,4437.0,140.0,41.0
2020-12-22 13:33:40.500,4437.0,4436.0,11.0,581.0
2020-12-22 13:33:41.000,4437.0,4436.0,98.0,541.0
2020-12-22 13:33:41.500,4438.0,4436.0,209.0,528.0
2020-12-22 13:33:42.000,4436.0,4435.0,32.0,207.0
2020-12-22 13:33:42.500,4437.0,4436.0,29.0,14.0
2020-12-22 13:33:43.000,4437.0,4436.0,87.0,8.0
2020-12-22 13:33:43.500,4436.0,4435.0,581.0,209.0
2020-12-22 13:33:44.000,4436.0,4435.0,655.0,8.0
2020-12-22 13:33:44.500,4434.0,4433.0,175.0,42.0
2020-12-22 13:33:45.000,4434.0,4433.0,203.0,34.0
2020-12-22 13:33:45.500,4431.0,4430.0,260.0,190.0
2020-12-22 13:33:46.000,4433.0,4432.0,10.0,3.0
2020-12-22 13:33:46.500,4433.0,4432.0,41.0,71.0
2020-12-22 13:33:47.000,4434.0,4432.0,265.0,41.0
2020-12-22 13:33:47.500,4433.0,4432.0,128.0,55.0
2020-12-22 13:33:48.000,4432.0,4431.0,6.0,342.0
2020-12-22 13:33:48.500,4433.0,4432.0,80.0,32.0
2020-12-22 13:33:49.000,4433.0,4432.0,78.0,4.0
2020-12-22 13:33:49.500,4433.0,4432.0,73.0,58.0
2020-12-22 13:33:50.000,4433.0,4432.0,56.0,11.0
2020-12-22 13:33:50.500,4433.0,4432.0,134.0,104.0
2020-12-22 13:33:51.000,4432.0,4431.0,80.0,297.0
2020-12-22 13:33:51.500,4433.0,4432.0,96.0,12.0
2020-12-22 13:33:52.000,4433.0,4432.0,97.0,50.0
2020-12-22 13:33:52.500,4433.0,4432.0,143.0,2.0
2020-12-22 13:33:53.000,4433.0,4432.0,147.0,10.0
2020-12-22 13:33:53.500,4432.0,4431.0,1.0,341.0
2020-12-22 13:33:54.000,4433.0,4432.0,137.0,233.0
2020-12-22 13:33:54.500,4433.0,4432.0,130.0,256.0
2020-12-22 13:33:55.000,4434.0,4433.0,193.0,1.0
2020-12-22 13:33:55.500,4434.0,4433.0,187.0,18.0
2020-12-22 13:33:56.000,4434.0,4433.0,195.0,13.0
2020-12-22 13:33:56.500,4433.0,4432.0,111.0,1.0
2020-12-22 13:33:57.000,4433.0,4432.0,125.0,4.0
2020-12-22 13:33:57.500,4433.0,4431.0,125.0,356.0
2020-12-22 13:33:58.000,4433.0,4432.0,190.0,1.0
2020-12-22 13:33:58.500,4432.0,4431.0,1.0,381.0
2020-12-22 13:33:59.000,4433.0,4431.0,139.0,381.0
2020-12-22 13:33:59.500,4433.0,4432.0,128.0,3.0
2020-12-22 13:34:00.000,4434.0,4433.0,225.0,1.0
2020-12-22 13:34:00.500,4432.0,4431.0,23.0,441.0
2020-12-22 13:34:01.000,4434.0,4433.0,48.0,5.0
2020-12-22 13:34:01.500,4434.0,4433.0,48.0,5.0
2020-12-22 13:34:02.000,4434.0,4433.0,119.0,112.0
2020-12-22 13:34:02.500,4434.0,4433.0,7.0,119.0
2020-12-22 13:34:03.000,4435.0,4434.0,30.0,107.0
2020-12-22 13:34:03.500,4435.0,4434.0,99.0,2.0
2020-12-22 13:34:04.000,4435.0,4434.0,150.0,201.0
2020-12-22 13:34:04.500,4435.0,4434.0,136.0,243.0
2020-12-22 13:34:05.000,4436.0,4435.0,115.0,1.0
2020-12-22 13:34:05.500,4436.0,4435.0,117.0,12.0
2020-12-22 13:34:06.000,4436.0,4435.0,135.0,70.0
2020-12-22 13:34:06.500,4436.0,4434.0,8.0,217.0
2020-12-22 13:34:07.000,4436.0,4435.0,12.0,57.0
2020-12-22 13:34:07.500,4437.0,4436.0,15.0,6.0
2020-12-22 13:34:08.000,4437.0,4436.0,78.0,350.0
2020-12-22 13:34:08.500,4438.0,4437.0,64.0,172.0
2020-12-22 13:34:09.000,4438.0,4437.0,14.0,157.0
2020-12-22 13:34:09.500,4438.0,4437.0,101.0,150.0
2020-12-22 13:34:10.000,4438.0,4437.0,123.0,91.0
2020-12-22 13:34:10.500,4439.0,4438.0,329.0,4.0
2020-12-22 13:34:11.000,4438.0,4437.0,521.0,208.0
2020-12-22 13:34:11.500,4437.0,4436.0,156.0,416.0
2020-12-22 13:34:12.000,4437.0,4436.0,45.0,198.0
2020-12-22 13:34:12.500,4438.0,4437.0,534.0,25.0
2020-12-22 13:34:13.000,4437.0,4436.0,208.0,1.0
2020-12-22 13:34:13.500,4436.0,4435.0,2.0,38.0
2020-12-22 13:34:14.000,4436.0,4435.0,7.0,66.0
2020-12-22 13:34:14.500,4436.0,4435.0,13.0,83.0
2020-12-22 13:34:15.000,4436.0,4435.0,30.0,69.0
2020-12-22 13:34:15.500,4436.0,4435.0,30.0,44.0
2020-12-22 13:34:16.000,4437.0,4436.0,450.0,15.0
2020-12-22 13:34:16.500,4436.0,4435.0,14.0,13.0
2020-12-22 13:34:17.000,4436.0,4435.0,150.0,67.0
2020-12-22 13:34:17.500,4435.0,4434.0,145.0,237.0
2020-12-22 13:34:18.000,4436.0,4434.0,188.0,230.0
2020-12-22 13:34:18.500,4436.0,4435.0,132.0,17.0
2020-12-22 13:34:19.000,4435.0,4434.0,58.0,229.0
2020-12-22 13:34:19.500,4435.0,4434.0,5.0,214.0
2020-12-22 13:34:20.000,4434.0,4433.0,130.0,60.0
2020-12-22 13:34:20.500,4434.0,4433.0,128.0,11.0
2020-12-22 13:34:21.000,4436.0,4435.0,171.0,44.0
2020-12-22 13:34:21.500,4433.0,4432.0,30.0,277.0
2020-12-22 13:34:22.000,4435.0,4434.0,249.0,12.0
2020-12-22 13:34:22.500,4435.0,4434.0,246.0,103.0
2020-12-22 13:34:23.000,4434.0,4433.0,388.0,333.0
2020-12-22 13:34:23.500,4434.0,4433.0,295.0,312.0
2020-12-22 13:34:24.000,4434.0,4433.0,55.0,257.0
2020-12-22 13:34:24.500,4433.0,4432.0,121.0,297.0
2020-12-22 13:34:25.000,4433.0,4432.0,1.0,285.0
2020-12-22 13:34:25.500,4434.0,4433.0,221.0,93.0
2020-12-22 13:34:26.000,4433.0,4432.0,368.0,257.0
2020-12-22 13:34:26.500,4431.0,4430.0,81.0,356.0
2020-12-22 13:34:27.000,4431.0,4430.0,83.0,47.0
2020-12-22 13:34:27.500,4430.0,4429.0,116.0,442.0
2020-12-22 13:34:28.000,4431.0,4430.0,87.0,1.0
2020-12-22 13:34:28.500,4431.0,4430.0,90.0,62.0
2020-12-22 13:34:29.000,4431.0,4430.0,15.0,93.0
2020-12-22 13:34:29.500,4432.0,4431.0,495.0,28.0
2020-12-22 13:34:30.000,4432.0,4431.0,497.0,4.0
2020-12-22 13:34:30.500,4432.0,4431.0,493.0,2.0
2020-12-22 13:34:31.000,4431.0,4430.0,59.0,115.0
2020-12-22 13:34:31.500,4431.0,4430.0,38.0,142.0
2020-12-22 13:34:32.000,4432.0,4431.0,498.0,49.0
2020-12-22 13:34:32.500,4431.0,4430.0,195.0,152.0
2020-12-22 13:34:33.000,4430.0,4429.0,385.0,471.0
2020-12-22 13:34:33.500,4430.0,4429.0,370.0,495.0
2020-12-22 13:34:34.000,4430.0,4429.0,357.0,293.0
2020-12-22 13:34:34.500,4429.0,4428.0,97.0,528.0
2020-12-22 13:34:35.000,4430.0,4429.0,280.0,45.0
2020-12-22 13:34:35.500,4430.0,4429.0,158.0,3.0
2020-12-22 13:34:36.000,4430.0,4428.0,154.0,523.0
2020-12-22 13:34:36.500,4430.0,4429.0,127.0,1.0
2020-12-22 13:34:37.000,4430.0,4429.0,40.0,83.0
2020-12-22 13:34:37.500,4430.0,4429.0,1.0,160.0
2020-12-22 13:34:38.000,4431.0,4430.0,351.0,90.0
2020-12-22 13:34:38.500,4431.0,4430.0,354.0,4.0
2020-12-22 13:34:39.000,4430.0,4428.0,174.0,507.0
2020-12-22 13:34:39.500,4430.0,4429.0,216.0,1.0
2020-12-22 13:34:40.000,4429.0,4428.0,60.0,352.0
2020-12-22 13:34:40.500,4430.0,4429.0,146.0,12.0
2020-12-22 13:34:41.000,4430.0,4429.0,126.0,95.0
2020-12-22 13:34:41.500,4430.0,4429.0,97.0,125.0
2020-12-22 13:34:42.000,4430.0,4429.0,84.0,152.0
2020-12-22 13:34:42.500,4429.0,4428.0,260.0,467.0
2020-12-22 13:34:43.000,4429.0,4428.0,131.0,472.0
2020-12-22 13:34:43.500,4430.0,4429.0,145.0,40.0
2020-12-22 13:34:44.000,4430.0,4429.0,126.0,71.0
2020-12-22 13:34:44.500,4431.0,4430.0,361.0,77.0
2020-12-22 13:34:45.000,4431.0,4430.0,351.0,112.0
2020-12-22 13:34:45.500,4431.0,4430.0,350.0,111.0
2020-12-22 13:34:46.000,4431.0,4430.0,342.0,105.0
2020-12-22 13:34:46.500,4430.0,4429.0,432.0,388.0
2020-12-22 13:34:47.000,4430.0,4429.0,413.0,322.0
2020-12-22 13:34:47.500,4430.0,4429.0,424.0,334.0
2020-12-22 13:34:48.000,4430.0,4429.0,422.0,336.0
2020-12-22 13:34:48.500,4430.0,4429.0,431.0,354.0
2020-12-22 13:34:49.000,4430.0,4429.0,433.0,340.0
2020-12-22 13:34:49.500,4430.0,4429.0,432.0,342.0
2020-12-22 13:34:50.000,4430.0,4429.0,366.0,342.0
2020-12-22 13:34:50.500,4432.0,4431.0,88.0,87.0
2020-12-22 13:34:51.000,4431.0,4430.0,411.0,226.0
2020-12-22 13:34:51.500,4431.0,4430.0,416.0,142.0
2020-12-22 13:34:52.000,4431.0,4430.0,410.0,173.0
2020-12-22 13:34:52.500,4431.0,4430.0,298.0,142.0
2020-12-22 13:34:53.000,4431.0,4430.0,153.0,62.0
2020-12-22 13:34:53.500,4431.0,4430.0,109.0,77.0
2020-12-22 13:34:54.000,4432.0,4431.0,78.0,84.0
2020-12-22 13:34:54.500,4431.0,4430.0,410.0,132.0
2020-12-22 13:34:55.000,4431.0,4430.0,425.0,112.0
2020-12-22 13:34:55.500,4431.0,4430.0,432.0,19.0
2020-12-22 13:34:56.000,4430.0,4429.0,115.0,348.0
2020-12-22 13:34:56.500,4431.0,4430.0,452.0,20.0
2020-12-22 13:34:57.000,4431.0,4430.0,460.0,64.0
2020-12-22 13:34:57.500,4431.0,4430.0,481.0,626.0
2020-12-22 13:34:58.000,4431.0,4430.0,479.0,600.0
2020-12-22 13:34:58.500,4431.0,4430.0,428.0,684.0
2020-12-22 13:34:59.000,4431.0,4430.0,54.0,646.0
2020-12-22 13:34:59.500,4432.0,4430.0,97.0,360.0
2020-12-22 13:35:00.000,4432.0,4431.0,133.0,47.0
2020-12-22 13:35:00.500,4431.0,4430.0,439.0,370.0
2020-12-22 13:35:01.000,4431.0,4429.0,431.0,344.0
2020-12-22 13:35:01.500,4430.0,4429.0,62.0,316.0
2020-12-22 13:35:02.000,4430.0,4429.0,157.0,315.0
2020-12-22 13:35:02.500,4430.0,4429.0,207.0,61.0
2020-12-22 13:35:03.000,4429.0,4428.0,199.0,1066.0
2020-12-22 13:35:03.500,4429.0,4428.0,248.0,784.0
2020-12-22 13:35:04.000,4428.0,4427.0,823.0,91.0
2020-12-22 13:35:04.500,4427.0,4426.0,307.0,291.0
2020-12-22 13:35:05.000,4426.0,4425.0,56.0,604.0
2020-12-22 13:35:05.500,4428.0,4427.0,230.0,232.0
2020-12-22 13:35:06.000,4428.0,4427.0,204.0,211.0
2020-12-22 13:35:06.500,4429.0,4428.0,143.0,35.0
2020-12-22 13:35:07.000,4428.0,4427.0,97.0,174.0
2020-12-22 13:35:07.500,4428.0,4427.0,145.0,28.0
2020-12-22 13:35:08.000,4427.0,4426.0,29.0,37.0
2020-12-22 13:35:08.500,4426.0,4425.0,283.0,576.0
2020-12-22 13:35:09.000,4427.0,4426.0,6.0,19.0
2020-12-22 13:35:09.500,4427.0,4426.0,1.0,330.0
2020-12-22 13:35:10.000,4427.0,4426.0,2.0,329.0
2020-12-22 13:35:10.500,4427.0,4426.0,8.0,103.0
2020-12-22 13:35:11.000,4427.0,4426.0,28.0,69.0
2020-12-22 13:35:11.500,4427.0,4426.0,44.0,137.0
2020-12-22 13:35:12.000,4426.0,4425.0,307.0,580.0
2020-12-22 13:35:12.500,4426.0,4425.0,299.0,222.0
2020-12-22 13:35:13.000,4425.0,4424.0,27.0,350.0
2020-12-22 13:35:13.500,4426.0,4425.0,31.0,8.0
2020-12-22 13:35:14.000,4426.0,4424.0,70.0,351.0
2020-12-22 13:35:14.500,4426.0,4425.0,47.0,108.0
2020-12-22 13:35:15.000,4426.0,4425.0,114.0,93.0
2020-12-22 13:35:15.500,4426.0,4425.0,18.0,88.0
2020-12-22 13:35:16.000,4426.0,4425.0,110.0,68.0
2020-12-22 13:35:16.500,4426.0,4425.0,86.0,56.0
2020-12-22 13:35:17.000,4426.0,4425.0,94.0,173.0
2020-12-22 13:35:17.500,4426.0,4425.0,93.0,131.0
2020-12-22 13:35:18.000,4426.0,4425.0,66.0,113.0
2020-12-22 13:35:18.500,4426.0,4425.0,60.0,92.0
2020-12-22 13:35:19.000,4427.0,4426.0,180.0,10.0
2020-12-22 13:35:19.500,4427.0,4426.0,186.0,184.0
2020-12-22 13:35:20.000,4427.0,4425.0,37.0,21.0
2020-12-22 13:35:20.500,4428.0,4427.0,334.0,352.0
2020-12-22 13:35:21.000,4428.0,4427.0,337.0,256.0
2020-12-22 13:35:21.500,4428.0,4427.0,338.0,234.0
2020-12-22 13:35:22.000,4428.0,4427.0,305.0,102.0
2020-12-22 13:35:22.500,4428.0,4427.0,308.0,54.0
2020-12-22 13:35:23.000,4428.0,4427.0,253.0,123.0
2020-12-22 13:35:23.500,4428.0,4427.0,252.0,97.0
2020-12-22 13:35:24.000,4428.0,4427.0,68.0,85.0
2020-12-22 13:35:24.500,4429.0,4427.0,226.0,98.0
2020-12-22 13:35:25.000,4429.0,4428.0,6.0,178.0
2020-12-22 13:35:25.500,4430.0,4428.0,370.0,261.0
2020-12-22 13:35:26.000,4430.0,4429.0,324.0,6.0
2020-12-22 13:35:26.500,4430.0,4429.0,342.0,96.0
2020-12-22 13:35:27.000,4429.0,4428.0,213.0,265.0
2020-12-22 13:35:27.500,4429.0,4428.0,160.0,207.0
2020-12-22 13:35:28.000,4429.0,4428.0,174.0,196.0
2020-12-22 13:35:28.500,4429.0,4428.0,176.0,113.0
2020-12-22 13:35:29.000,4429.0,4428.0,132.0,76.0
2020-12-22 13:35:29.500,4429.0,4428.0,33.0,29.0
2020-12-22 13:35:30.000,4429.0,4428.0,83.0,202.0
2020-12-22 13:35:30.500,4429.0,4428.0,37.0,334.0
2020-12-22 13:35:31.000,4430.0,4429.0,400.0,109.0
2020-12-22 13:35:31.500,4430.0,4429.0,318.0,255.0
2020-12-22 13:35:32.000,4430.0,4429.0,6.0,260.0
2020-12-22 13:35:32.500,4431.0,4430.0,70.0,23.0
2020-12-22 13:35:33.000,4431.0,4430.0,105.0,162.0
2020-12-22 13:35:33.500,4431.0,4430.0,84.0,37.0
2020-12-22 13:35:34.000,4430.0,4429.0,34.0,66.0
2020-12-22 13:35:34.500,4430.0,4429.0,32.0,50.0
2020-12-22 13:35:35.000,4430.0,4428.0,150.0,277.0
2020-12-22 13:35:35.500,4430.0,4429.0,150.0,30.0
2020-12-22 13:35:36.000,4429.0,4428.0,32.0,279.0
2020-12-22 13:35:36.500,4429.0,4428.0,154.0,279.0
2020-12-22 13:35:37.000,4429.0,4428.0,149.0,106.0
2020-12-22 13:35:37.500,4428.0,4427.0,629.0,69.0
2020-12-22 13:35:38.000,4427.0,4426.0,448.0,614.0
2020-12-22 13:35:38.500,4427.0,4426.0,335.0,200.0
2020-12-22 13:35:39.000,4426.0,4425.0,400.0,144.0
2020-12-22 13:35:39.500,4426.0,4425.0,660.0,108.0
2020-12-22 13:35:40.000,4425.0,4424.0,6.0,335.0
2020-12-22 13:35:40.500,4425.0,4424.0,174.0,342.0
2020-12-22 13:35:41.000,4425.0,4424.0,212.0,335.0
2020-12-22 13:35:41.500,4425.0,4424.0,219.0,218.0
2020-12-22 13:35:42.000,4424.0,4423.0,34.0,400.0
2020-12-22 13:35:42.500,4424.0,4423.0,221.0,377.0
2020-12-22 13:35:43.000,4424.0,4423.0,312.0,303.0
2020-12-22 13:35:43.500,4423.0,4422.0,191.0,550.0
2020-12-22 13:35:44.000,4424.0,4423.0,366.0,1.0
2020-12-22 13:35:44.500,4423.0,4422.0,6.0,536.0
2020-12-22 13:35:45.000,4424.0,4423.0,367.0,26.0
2020-12-22 13:35:45.500,4424.0,4423.0,18.0,91.0
2020-12-22 13:35:46.000,4424.0,4423.0,2.0,67.0
2020-12-22 13:35:46.500,4425.0,4424.0,77.0,36.0
2020-12-22 13:35:47.000,4425.0,4424.0,104.0,19.0
2020-12-22 13:35:47.500,4424.0,4423.0,53.0,84.0
2020-12-22 13:35:48.000,4424.0,4423.0,6.0,73.0
2020-12-22 13:35:48.500,4425.0,4424.0,112.0,32.0
2020-12-22 13:35:49.000,4426.0,4425.0,52.0,379.0
2020-12-22 13:35:49.500,4426.0,4425.0,56.0,382.0
2020-12-22 13:35:50.000,4426.0,4425.0,125.0,285.0
2020-12-22 13:35:50.500,4426.0,4425.0,94.0,30.0
2020-12-22 13:35:51.000,4425.0,4424.0,86.0,130.0
2020-12-22 13:35:51.500,4425.0,4424.0,112.0,133.0
2020-12-22 13:35:52.000,4427.0,4425.0,133.0,59.0
2020-12-22 13:35:52.500,4427.0,4426.0,158.0,6.0
2020-12-22 13:35:53.000,4427.0,4426.0,147.0,14.0
2020-12-22 13:35:53.500,4427.0,4426.0,85.0,149.0
2020-12-22 13:35:54.000,4428.0,4427.0,215.0,188.0
2020-12-22 13:35:54.500,4425.0,4424.0,67.0,178.0
2020-12-22 13:35:55.000,4427.0,4425.0,107.0,166.0
2020-12-22 13:35:55.500,4426.0,4425.0,6.0,163.0
2020-12-22 13:35:56.000,4426.0,4425.0,1.0,220.0
2020-12-22 13:35:56.500,4427.0,4426.0,172.0,4.0
